ia,ib,ic,distance,location,type
10.44924989,0.256748152,0.176667003,1600,0,0
10.41056806,0.256556858,0.176743756,1610,0,0
10.37217707,0.256363985,0.176809563,1620,0,0
10.3340694,0.256169636,0.176862293,1630,0,0
10.29624956,0.255973913,0.176900066,1640,0,0
10.25872009,0.255776919,0.176921655,1650,0,0
10.22146131,0.255578755,0.176926824,1660,0,0
10.18447134,0.25537952,0.176916044,1670,0,0
10.14775367,0.255179313,0.176896781,1680,0,0
10.11132022,0.254978231,0.176862298,1690,0,0
10.07514628,0.25477637,0.176811535,1700,0,0
10.03922642,0.254573826,0.176744004,1710,0,0
10.00355476,0.254370692,0.176659882,1720,0,0
9.968147035,0.25416706,0.176560002,1730,0,0
9.93298292,0.253963021,0.176451403,1740,0,0
9.898053181,0.253758664,0.176329179,1750,0,0
9.863354572,0.253554076,0.176193342,1760,0,0
9.828889182,0.253349344,0.176044918,1770,0,0
9.794666215,0.25314455,0.175885409,1780,0,0
9.760663754,0.252939779,0.175718059,1790,0,0
9.726879326,0.252735108,0.175545631,1800,0,0
9.693311634,0.252530617,0.175365646,1810,0,0
9.659960596,0.252326381,0.175179366,1820,0,0
9.626837685,0.252122474,0.174993211,1830,0,0
9.593934388,0.251918965,0.175191624,1840,0,0
9.56124867,0.251721246,0.175378756,1850,0,0
9.528782369,0.251531013,0.175552368,1860,0,0
9.496537368,0.251341677,0.175710578,1870,0,0
9.464515146,0.251153308,0.175852012,1880,0,0
9.432716107,0.250965968,0.175975775,1890,0,0
9.401138963,0.25077972,0.17608142,1900,0,0
9.369780421,0.250594621,0.176168967,1910,0,0
9.338653696,0.250410726,0.176249046,1920,0,0
9.307739548,0.250228089,0.176315447,1930,0,0
9.277029777,0.250046755,0.17636614,1940,0,0
9.246539456,0.24986677,0.176409658,1950,0,0
9.216253236,0.249688173,0.176439756,1960,0,0
9.186174141,0.249510998,0.176449084,1970,0,0
9.15629598,0.249335274,0.176439052,1980,0,0
9.126626066,0.249161027,0.176412405,1990,0,0
9.097141592,0.249001424,0.176360039,2000,0,0
9.067871268,0.248847459,0.176283567,2010,0,0
9.03877358,0.248695401,0.176202738,2020,0,0
9.009888496,0.24854527,0.17610594,2030,0,0
8.981183707,0.248397083,0.176012734,2040,0,0
8.952670844,0.248250849,0.175913155,2050,0,0
8.924373863,0.24810657,0.175815329,2060,0,0
8.896290439,0.247964238,0.175703053,2070,0,0
8.868425983,0.247823838,0.175573233,2080,0,0
8.840779199,0.247685346,0.175428292,2090,0,0
8.813337103,0.247564042,0.175261167,2100,0,0
8.78607614,0.247449332,0.175098111,2110,0,0
8.758966896,0.24733693,0.174938788,2120,0,0
8.731981783,0.247226807,0.174792432,2130,0,0
8.705128127,0.247118924,0.174662445,2140,0,0
8.678384217,0.247013228,0.174522331,2150,0,0
8.651752351,0.246909652,0.174371267,2160,0,0
8.625261524,0.246808117,0.174203652,2170,0,0
8.598948177,0.246723433,0.174037774,2180,0,0
8.572840968,0.246647425,0.17389919,2190,0,0
8.546958809,0.246573846,0.173792967,2200,0,0
8.521258881,0.246502604,0.1737008,2210,0,0
8.495679551,0.246433592,0.173595773,2220,0,0
8.470191248,0.24636668,0.173476708,2230,0,0
8.444766899,0.246301717,0.1733731,2240,0,0
8.419408984,0.246250452,0.173315138,2250,0,0
8.394169267,0.2462117,0.173291511,2260,0,0
8.369117386,0.24617528,0.173264698,2270,0,0
8.34432662,0.24614102,0.173225101,2280,0,0
8.319727577,0.246108717,0.173194218,2290,0,0
8.295238859,0.246078143,0.173218683,2300,0,0
8.270786282,0.246049034,0.173275334,2310,0,0
8.246382123,0.246038782,0.173319233,2320,0,0
8.22205325,0.246036282,0.173345537,2330,0,0
8.197916282,0.246035609,0.173405796,2340,0,0
8.174054145,0.246036452,0.173518947,2350,0,0
8.150387407,0.246038458,0.173625486,2360,0,0
8.126785641,0.246041231,0.173696721,2370,0,0
8.103206183,0.246046143,0.173794969,2380,0,0
8.079663235,0.246075204,0.173943018,2390,0,0
8.056296925,0.246105329,0.174074022,2400,0,0
8.033229727,0.246136037,0.174165395,2410,0,0
8.010369354,0.246166791,0.174291469,2420,0,0
7.987545686,0.246196991,0.174451646,2430,0,0
7.964709399,0.246225979,0.174568755,2440,0,0
7.941978779,0.246266654,0.174664898,2450,0,0
7.919556281,0.246322404,0.174817687,2460,0,0
7.897393012,0.246376993,0.174949546,2470,0,0
7.875254225,0.246429606,0.175030017,2480,0,0
7.853099058,0.246479355,0.175155481,2490,0,0
7.831094366,0.246525281,0.175282239,2500,0,0
7.809455621,0.246568118,0.17534721,2510,0,0
7.787949408,0.246640378,0.175456259,2520,0,0
7.766379525,0.246708429,0.175555471,2530,0,0
7.744893304,0.246771089,0.175601482,2540,0,0
7.723810912,0.246827104,0.17570527,2550,0,0
7.702815778,0.246875166,0.175758862,2560,0,0
7.681705467,0.24691393,0.17580639,2570,0,0
7.660860066,0.246986376,0.175884308,2580,0,0
7.640299739,0.247050415,0.175895225,2590,0,0
7.619581902,0.247103831,0.175973652,2600,0,0
7.59907428,0.2471451,0.175980313,2610,0,0
7.578855523,0.247172761,0.176042806,2620,0,0
7.558429372,0.247199038,0.176055272,2630,0,0
7.538395587,0.247248183,0.176114629,2640,0,0
7.518340421,0.247281778,0.176139341,2650,0,0
7.498345231,0.247298485,0.176214422,2660,0,0
7.478613043,0.247297304,0.17628093,2670,0,0
7.458762303,0.2472777,0.17640056,2680,0,0
7.439253243,0.247275258,0.176569029,2690,0,0
7.419628803,0.247270042,0.176737199,2700,0,0
7.400253323,0.24724545,0.176886774,2710,0,0
7.380938785,0.24720258,0.177078395,2720,0,0
7.361600805,0.24714369,0.177253233,2730,0,0
7.342579491,0.247072381,0.17740928,2740,0,0
7.323522123,0.246993711,0.177555096,2750,0,0
7.304487508,0.246928974,0.177698842,2760,0,0
7.285643417,0.246862902,0.177841206,2770,0,0
7.266934561,0.24679987,0.177981723,2780,0,0
7.248289791,0.246751968,0.178115723,2790,0,0
7.22971731,0.246750719,0.178230773,2800,0,0
7.211223698,0.246785087,0.178321553,2810,0,0
7.192796439,0.246854084,0.178446673,2820,0,0
7.174488974,0.246949393,0.178520416,2830,0,0
7.156359377,0.247054195,0.178620884,2840,0,0
7.138179071,0.247144185,0.178704957,2850,0,0
7.120224368,0.24719254,0.178775949,2860,0,0
7.102278952,0.24720442,0.178828931,2870,0,0
7.084441562,0.247193301,0.178901728,2880,0,0
7.066694689,0.247128586,0.178951952,2890,0,0
7.049013346,0.247059598,0.179005049,2900,0,0
7.031444514,0.247054334,0.179045734,2910,0,0
7.013988212,0.247130493,0.179085865,2920,0,0
6.996592308,0.247192697,0.179117171,2930,0,0
6.979298697,0.247148074,0.179154584,2940,0,0
6.962081171,0.247138552,0.179188923,2950,0,0
6.944972416,0.247175609,0.179227434,2960,0,0
6.927956975,0.2471645,0.179260688,2970,0,0
6.911021229,0.247165169,0.179298446,2980,0,0
6.894177811,0.247164477,0.179335564,2990,0,0
6.877420893,0.247164194,0.179377402,3000,0,0
6.86599737,0.267999497,0.175395756,10,1,0
6.849366501,0.267774803,0.175361754,20,1,0
6.832813017,0.267569929,0.175324634,30,1,0
6.816337615,0.267347296,0.175289783,40,1,0
6.799932796,0.267081751,0.175252769,50,1,0
6.78361052,0.266944748,0.175215086,60,1,0
6.767343094,0.266620948,0.175183328,70,1,0
6.751156847,0.266506008,0.175144595,80,1,0
6.735071661,0.266310521,0.175101263,90,1,0
6.719021838,0.265986622,0.175065914,100,1,0
6.703053194,0.265698297,0.175024283,110,1,0
6.687135534,0.265586981,0.174982699,120,1,0
6.671320163,0.265485927,0.17495585,130,1,0
6.655599622,0.265295057,0.174918302,140,1,0
6.639892656,0.2649955,0.174882957,150,1,0
6.624330705,0.264661055,0.174848027,160,1,0
6.608737581,0.264300236,0.174812984,170,1,0
6.593271084,0.264017464,0.174763008,180,1,0
6.577901257,0.26386276,0.174723081,190,1,0
6.562575937,0.263752957,0.174699071,200,1,0
6.547307888,0.263652383,0.174684017,210,1,0
6.532126104,0.26353474,0.174711397,220,1,0
6.517056225,0.263382263,0.174772341,230,1,0
6.502039791,0.263186406,0.174848552,240,1,0
6.486984448,0.262947805,0.174929887,250,1,0
6.472072745,0.262706886,0.175013626,260,1,0
6.457361781,0.262427966,0.175094158,270,1,0
6.442489766,0.262118253,0.175170201,280,1,0
6.427854731,0.261786549,0.175274913,290,1,0
6.413248648,0.261441964,0.175410585,300,1,0
6.398684966,0.261093017,0.175509989,310,1,0
6.384228418,0.260747076,0.175529008,320,1,0
6.369853493,0.260410079,0.175606972,330,1,0
6.355528329,0.260091789,0.17575782,340,1,0
6.341273617,0.259823223,0.175770145,350,1,0
6.327221387,0.25960999,0.175833379,360,1,0
6.312932113,0.259436644,0.175974942,370,1,0
6.299104244,0.259288238,0.17590734,380,1,0
6.285145136,0.259146002,0.176109234,390,1,0
6.271196239,0.259007003,0.176041417,400,1,0
6.257557791,0.258868572,0.176198046,410,1,0
6.243681752,0.258728342,0.17615092,420,1,0
6.230032478,0.258584268,0.176295732,430,1,0
6.216667103,0.258434632,0.176198498,440,1,0
6.202997714,0.25827803,0.176396873,450,1,0
6.189372073,0.258113371,0.176202134,460,1,0
6.176240925,0.257939789,0.176444684,470,1,0
6.162928275,0.257756712,0.176349905,480,1,0
6.149433321,0.257563772,0.176393136,490,1,0
6.136279445,0.257360789,0.176491306,500,1,0
6.123270625,0.257147747,0.176259377,510,1,0
6.110098905,0.256924769,0.176489959,520,1,0
6.09695649,0.256703241,0.17647075,530,1,0
6.084067316,0.256480642,0.176265159,540,1,0
6.071166091,0.256249028,0.176500772,550,1,0
6.0581684,0.256008628,0.176454081,560,1,0
6.045320975,0.255759744,0.176203244,570,1,0
6.032714532,0.255502735,0.176454067,580,1,0
6.020057454,0.255238004,0.17646399,590,1,0
6.007219334,0.254965989,0.176238874,600,1,0
5.994386529,0.254687149,0.176308441,610,1,0
5.981952852,0.254402707,0.176442855,620,1,0
5.969703954,0.254128151,0.176362336,630,1,0
5.957325707,0.253847394,0.176146735,640,1,0
5.944736083,0.25356085,0.176259525,650,1,0
5.932026601,0.253268938,0.176367284,660,1,0
5.919604814,0.252972084,0.176327243,670,1,0
5.907655673,0.25267071,0.176217255,680,1,0
5.895718266,0.252365234,0.176098606,690,1,0
5.883612992,0.252056064,0.176232696,700,1,0
5.871318137,0.251743602,0.176291176,710,1,0
5.858923605,0.251428235,0.176297612,720,1,0
5.846637447,0.251110337,0.176296388,730,1,0
5.834800375,0.250793633,0.176283363,740,1,0
5.82316761,0.250481404,0.176210684,750,1,0
5.811485664,0.250166823,0.176248281,760,1,0
5.79969216,0.249850219,0.176350367,770,1,0
5.78778077,0.249531908,0.176439034,780,1,0
5.775825413,0.249212194,0.176493897,790,1,0
5.763943094,0.248891369,0.176483264,800,1,0
5.752310684,0.24856971,0.176383195,810,1,0
5.740890967,0.248247483,0.176320421,820,1,0
5.729533248,0.247924942,0.176478404,830,1,0
5.718132473,0.247602326,0.176604184,840,1,0
5.70668099,0.247279863,0.176680459,850,1,0
5.695157318,0.246957767,0.176689316,860,1,0
5.683626738,0.246636244,0.176632359,870,1,0
5.672161049,0.246315484,0.17649082,880,1,0
5.660886846,0.245995667,0.176454366,890,1,0
5.649847118,0.245676965,0.176614693,900,1,0
5.638924934,0.245359537,0.176734309,910,1,0
5.628027031,0.245043532,0.176817229,920,1,0
5.617112996,0.244729091,0.176848643,930,1,0
5.606147627,0.244417724,0.176829065,940,1,0
5.595155614,0.24410856,0.17676621,950,1,0
5.584110382,0.243800986,0.176654096,960,1,0
5.573033221,0.243495135,0.176496395,970,1,0
5.561947413,0.243191132,0.176590555,980,1,0
5.550886759,0.242889097,0.176706534,990,1,0
5.539918838,0.24258914,0.176795979,1000,1,0
5.529173003,0.242291365,0.176859438,1010,1,0
5.518687137,0.241995868,0.176897172,1020,1,0
5.508307082,0.24170274,0.176908965,1030,1,0
5.497970885,0.241412067,0.176894021,1040,1,0
5.487645073,0.241123925,0.176852874,1050,1,0
5.477306419,0.240838387,0.176796565,1060,1,0
5.466974478,0.240555521,0.176713435,1070,1,0
5.456629454,0.240275389,0.176618742,1080,1,0
5.446280943,0.240007459,0.176508362,1090,1,0
5.435943655,0.239782322,0.176450529,1100,1,0
5.425603834,0.239559279,0.176508169,1110,1,0
5.415287392,0.239336177,0.176555079,1120,1,0
5.404999275,0.239113008,0.176588267,1130,1,0
5.394738767,0.238889768,0.176612273,1140,1,0
5.384515961,0.238666456,0.176628936,1150,1,0
5.374338528,0.238443074,0.176636764,1160,1,0
5.364211525,0.238219628,0.176637171,1170,1,0
5.354137569,0.237996125,0.176631158,1180,1,0
5.344117256,0.237772577,0.17662177,1190,1,0
5.334156546,0.237548998,0.1766098,1200,1,0
5.324252676,0.237325404,0.176593453,1210,1,0
5.314396413,0.237101814,0.176576465,1220,1,0
5.304584888,0.236878251,0.176558804,1230,1,0
5.294815522,0.236654738,0.17654159,1240,1,0
5.285088681,0.236431303,0.176523174,1250,1,0
5.275403691,0.236207973,0.176508725,1260,1,0
5.265754511,0.235984781,0.176494474,1270,1,0
5.256140367,0.23576176,0.176480974,1280,1,0
5.246560775,0.235538945,0.17646851,1290,1,0
5.237015481,0.235316372,0.176458223,1300,1,0
5.227504397,0.235094082,0.176449476,1310,1,0
5.218027567,0.234872115,0.176441505,1320,1,0
5.208585131,0.234650513,0.176434268,1330,1,0
5.199177308,0.234429321,0.17642773,1340,1,0
5.189804375,0.234208583,0.176422225,1350,1,0
5.180466646,0.233988346,0.176419015,1360,1,0
5.171164451,0.233768659,0.17641653,1370,1,0
5.161898097,0.233549569,0.176414736,1380,1,0
5.152667826,0.23333397,0.176413537,1390,1,0
5.143473754,0.233122916,0.176413532,1400,1,0
5.134315813,0.232912975,0.176414212,1410,1,0
5.125193687,0.23270419,0.176414351,1420,1,0
5.116106762,0.232496605,0.176413523,1430,1,0
5.10705411,0.232296143,0.176411353,1440,1,0
5.098034506,0.232099269,0.1764076,1450,1,0
5.089046516,0.231907399,0.176402238,1460,1,0
5.080088639,0.231723705,0.176395486,1470,1,0
5.071159518,0.231550676,0.176387786,1480,1,0
5.062258506,0.231384568,0.176379693,1490,1,0
5.053390405,0.231220743,0.176371707,1500,1,0
5.044549435,0.231058844,0.176364095,1510,1,0
5.03573646,0.230898795,0.176357194,1520,1,0
5.026953252,0.230740513,0.176350186,1530,1,0
5.018202243,0.230583913,0.176342119,1540,1,0
5.009486051,0.230428904,0.176332583,1550,1,0
5.000806839,0.23027539,0.176321635,1560,1,0
4.99216564,0.23012327,0.176309866,1570,1,0
4.983561845,0.229972438,0.176298188,1580,1,0
4.974993077,0.229822786,0.176287396,1590,1,0
4.96645558,0.229674197,0.1762777,1600,1,0
4.957945129,0.229526552,0.176268505,1610,1,0
4.949458272,0.229379729,0.17625865,1620,1,0
4.940993488,0.229233599,0.176247023,1630,1,0
4.932551817,0.229088031,0.17623323,1640,1,0
4.924136563,0.22894289,0.176218542,1650,1,0
4.915752015,0.22879804,0.176203902,1660,1,0
4.907403085,0.228653339,0.176189704,1670,1,0
4.899093454,0.228508646,0.176175422,1680,1,0
4.890814787,0.228363816,0.176159759,1690,1,0
4.882561565,0.228218705,0.176141665,1700,1,0
4.874328992,0.228073168,0.176121249,1710,1,0
4.866115367,0.227927061,0.176099739,1720,1,0
4.857922963,0.227780241,0.176078417,1730,1,0
4.849756667,0.227632568,0.176057484,1740,1,0
4.841620907,0.227483905,0.176035999,1750,1,0
4.833516615,0.22733412,0.176013067,1760,1,0
4.825440284,0.227183084,0.175989051,1770,1,0
4.817386036,0.227030678,0.175965412,1780,1,0
4.809349563,0.226876788,0.175943406,1790,1,0
4.801331171,0.226721312,0.175924236,1800,1,0
4.793335413,0.226567537,0.175906455,1810,1,0
4.785369636,0.226413988,0.175891907,1820,1,0
4.777438311,0.226258776,0.175883168,1830,1,0
4.769530029,0.226101803,0.175890037,1840,1,0
4.761639706,0.225942987,0.175899338,1850,1,0
4.753766787,0.225782255,0.175908558,1860,1,0
4.745915554,0.225619551,0.175918098,1870,1,0
4.738090491,0.225454835,0.175926543,1880,1,0
4.730291333,0.225288087,0.175933136,1890,1,0
4.722513275,0.225119303,0.175938597,1900,1,0
4.714752419,0.224948501,0.175944199,1910,1,0
4.707010235,0.22477572,0.175948184,1920,1,0
4.699291453,0.224601025,0.175950452,1930,1,0
4.691601897,0.2244245,0.175952193,1940,1,0
4.683934827,0.224246255,0.176003625,1950,1,0
4.67628496,0.224066427,0.176063993,1960,1,0
4.66865478,0.223885175,0.176124114,1970,1,0
4.661048104,0.223702684,0.176184289,1980,1,0
4.653464131,0.22351916,0.176246498,1990,1,0
4.645899018,0.223334837,0.176308738,2000,1,0
4.638352463,0.223149965,0.176370077,2010,1,0
4.630828103,0.222964815,0.176430978,2020,1,0
4.623327048,0.222779676,0.17649102,2030,1,0
4.615846398,0.222594847,0.176551532,2040,1,0
4.608385479,0.222410639,0.176611632,2050,1,0
4.600947503,0.222227365,0.176670374,2060,1,0
4.593533425,0.222045342,0.176726909,2070,1,0
4.586141009,0.221864876,0.176785493,2080,1,0
4.57877089,0.221686266,0.176842397,2090,1,0
4.571425891,0.221509787,0.17689666,2100,1,0
4.564106007,0.221335695,0.176951604,2110,1,0
4.556818286,0.221164207,0.177005596,2120,1,0
4.549557175,0.220997755,0.177056502,2130,1,0
4.542324108,0.22084271,0.177107584,2140,1,0
4.535129327,0.220690766,0.177157853,2150,1,0
4.527966207,0.220541797,0.177204957,2160,1,0
4.520848812,0.220395595,0.177252749,2170,1,0
4.513772207,0.220251925,0.177299059,2180,1,0
4.506739686,0.220112285,0.177341792,2190,1,0
4.499757363,0.219979977,0.177386372,2200,1,0
4.492821395,0.219848109,0.177427922,2210,1,0
4.485924322,0.219716179,0.1774669,2220,1,0
4.479074796,0.219583695,0.177507411,2230,1,0
4.472256356,0.219450196,0.177543954,2240,1,0
4.4654797,0.219315279,0.177580661,2250,1,0
4.45873461,0.219178611,0.177615968,2260,1,0
4.452017587,0.219039956,0.177647539,2270,1,0
4.445328309,0.218899189,0.17768158,2280,1,0
4.438665702,0.218756313,0.17771142,2290,1,0
4.432032551,0.218611463,0.177741403,2300,1,0
4.425423644,0.21846491,0.177769982,2310,1,0
4.418837068,0.218317051,0.177795558,2320,1,0
4.412271805,0.218168395,0.17782277,2330,1,0
4.4057267,0.218019531,0.177845594,2340,1,0
4.399200655,0.217871096,0.177870327,2350,1,0
4.392698286,0.217723724,0.177891812,2360,1,0
4.386214669,0.217578001,0.177912873,2370,1,0
4.379748588,0.217436959,0.177932911,2380,1,0
4.373298842,0.217304228,0.177950732,2390,1,0
4.366864302,0.217173979,0.177969384,2400,1,0
4.360443876,0.217045783,0.177984242,2410,1,0
4.354036485,0.216919029,0.178001363,2420,1,0
4.347641114,0.216792986,0.178013857,2430,1,0
4.341271549,0.216666891,0.17802923,2440,1,0
4.334914931,0.216540053,0.178040085,2450,1,0
4.328568753,0.216411958,0.178053109,2460,1,0
4.322232089,0.216282361,0.17806228,2470,1,0
4.315904057,0.216151342,0.178073291,2480,1,0
4.309596636,0.216019312,0.178080633,2490,1,0
4.303305317,0.215886947,0.178089886,2500,1,0
4.297021304,0.215760308,0.178095334,2510,1,0
4.29074387,0.215636384,0.178141321,2520,1,0
4.284472531,0.215514529,0.178247197,2530,1,0
4.278230466,0.215394406,0.178348391,2540,1,0
4.271993894,0.215275304,0.178451511,2550,1,0
4.265762261,0.215156348,0.17855233,2560,1,0
4.25953509,0.215036791,0.178650885,2570,1,0
4.25333086,0.214916289,0.1787511,2580,1,0
4.247137584,0.214795057,0.178845424,2590,1,0
4.240948092,0.214673784,0.178944274,2600,1,0
4.234762153,0.214553331,0.179037475,2610,1,0
4.228596036,0.214435285,0.179131456,2620,1,0
4.222443135,0.214323174,0.179223307,2630,1,0
4.216293423,0.214211143,0.179312281,2640,1,0
4.21014688,0.214098639,0.179402558,2650,1,0
